Código	Cuenta	Nivel	Primer Nivel
444010200	Resultados positivos por ventas de inversiones patrimoniales en el sector público interno	6	INGRESOS
4440103	Resultados positivos por ventas de inversiones patrimoniales en el sector externo	5	INGRESOS
444010300	Resultados positivos por ventas de inversiones patrimoniales en el sector externo	6	INGRESOS
4440104	Resultados positivos por ventas de inversiones patrimoniales en fideicomisos	5	INGRESOS
444010400	Resultados positivos por ventas de inversiones patrimoniales en fideicomisos	6	INGRESOS
44498	Resultados positivos por ventas de otras inversiones 	4	INGRESOS
4449802	Resultados positivos por ventas de títulos y valores al costo	5	INGRESOS
444980200	Resultados positivos por ventas de títulos y valores al costo	6	INGRESOS
4449899	Resultados positivos por ventas de inversiones varias	5	INGRESOS
444989900	Resultados positivos por ventas de inversiones varias	6	INGRESOS
445	Resultados positivos por ventas e intercambio de bienes	3	INGRESOS
44501	Resultados positivos por ventas de construcciones terminadas	4	INGRESOS
4450101	Resultados positivos por ventas de construcciones terminadas de edificios	5	INGRESOS
445010100	Resultados positivos por ventas de construcciones terminadas de edificios	6	INGRESOS
44502	Resultados positivos por ventas de propiedades, planta y equipo	4	INGRESOS
4450201	Resultados positivos por ventas de tierras y terrenos	5	INGRESOS
445020100	Resultados positivos por ventas de tierras y terrenos	6	INGRESOS
4450202	Resultados positivos por ventas de edificios	5	INGRESOS
445020200	Resultados positivos por ventas de edificios	6	INGRESOS
4450203	Resultados positivos por ventas de maquinaria y equipos para la producción	5	INGRESOS
445020300	Resultados positivos por ventas de maquinaria y equipos para la producción	6	INGRESOS
4450204	Resultados positivos por ventas de equipos de transporte, tracción y elevación	5	INGRESOS
445020400	Resultados positivos por ventas de equipos de transporte, tracción y elevación	6	INGRESOS
4450205	Resultados positivos por ventas de equipos de comunicación	5	INGRESOS
445020500	Resultados positivos por ventas de equipos de comunicación	6	INGRESOS
4450206	Resultados positivos por ventas de equipos y mobiliario de oficina	5	INGRESOS
445020600	Resultados positivos por ventas de equipos y mobiliario de oficina	6	INGRESOS
4450207	Resultados positivos por ventas de equipos para computación	5	INGRESOS
445020700	Resultados positivos por ventas de equipos para computación	6	INGRESOS
4450208	Resultados positivos por ventas de equipos sanitarios, de laboratorio e investigación	5	INGRESOS
445020800	Resultados positivos por ventas de equipos sanitarios, de laboratorio e investigación	6	INGRESOS
4450209	Resultados positivos por ventas de equipos y mobiliario educacional, deportivo y recreativo	5	INGRESOS
445020900	Resultados positivos por ventas de equipos y mobiliario educacional, deportivo y recreativo	6	INGRESOS
4450210	Resultados positivos por ventas de equipos de seguridad, orden, vigilancia y control público	5	INGRESOS
445021000	Resultados positivos por ventas de equipos de seguridad, orden, vigilancia y control público	6	INGRESOS
4450211	Resultados positivos por ventas de semovientes	5	INGRESOS
445021100	Resultados positivos por ventas de semovientes	6	INGRESOS
4450299	Resultados positivos por ventas de maquinarias, equipos y mobiliarios diversos	5	INGRESOS
445029900	Resultados positivos por ventas de maquinarias, equipos y mobiliarios diversos	6	INGRESOS
44503	Resultados positivos por ventas de activos biológicos	4	INGRESOS
4450301	Resultados positivos por ventas de plantas y árboles	5	INGRESOS
445030100	Resultados positivos por ventas de plantas y árboles	6	INGRESOS
4450302	Resultados positivos por ventas de semovientes	5	INGRESOS
445030200	Resultados positivos por ventas de semovientes	6	INGRESOS
44504	Resultados positivos por ventas de bienes intangibles	4	INGRESOS
4450401	Resultados positivos por ventas de patentes y marcas registradas	5	INGRESOS
445040100	Resultados positivos por ventas de patentes y marcas registradas	6	INGRESOS
4450402	Resultados positivos por ventas de derechos de autor	5	INGRESOS
445040200	Resultados positivos por ventas de derechos de autor	6	INGRESOS
4450403	Resultados positivos por ventas de software y programas	5	INGRESOS
445040300	Resultados positivos por ventas de software y programas	6	INGRESOS
4450499	Resultados positivos por ventas de otros bienes intangibles	5	INGRESOS
445049900	Resultados positivos por ventas de otros bienes intangibles	6	INGRESOS
44505	Resultados positivos por ventas por arrendamientos financieros	4	INGRESOS
4450501	Resultados positivos por ventas por arrendamientos financieros de productos terminados	5	INGRESOS
445050100	Resultados positivos por ventas por arrendamientos financieros de productos terminados	6	INGRESOS
4450502	Resultados positivos por ventas por arrendamientos financieros de construcciones terminadas	5	INGRESOS
445050200	Resultados positivos por ventas por arrendamientos financieros de construcciones terminadas	6	INGRESOS
4450503	Resultados positivos por ventas por arrendamientos financieros de propiedades, planta y equipos	5	INGRESOS
445050300	Resultados positivos por ventas por arrendamientos financieros de propiedades, planta y equipos	6	INGRESOS
4450504	Resultados positivos por ventas por arrendamientos financieros de bienes intangibles	5	INGRESOS
445050400	Resultados positivos por ventas por arrendamientos financieros de bienes intangibles	6	INGRESOS
44506	Resultados positivos por intercambio de propiedades, planta y equipo	4	INGRESOS
4450601	Resultados positivos por intercambio de tierras y terrenos	5	INGRESOS
445060100	Resultados positivos por intercambio de tierras y terrenos	6	INGRESOS
4450602	Resultados positivos por intercambio de edificios	5	INGRESOS
445060200	Resultados positivos por intercambio de edificios	6	INGRESOS
4450603	Resultados positivos por intercambio de maquinaria y equipos para la producción	5	INGRESOS
445060300	Resultados positivos por intercambio de maquinaria y equipos para la producción	6	INGRESOS
4450604	Resultados positivos por intercambio de equipos de transporte, tracción y elevación	5	INGRESOS
445060400	Resultados positivos por intercambio de equipos de transporte, tracción y elevación	6	INGRESOS
4450605	Resultados positivos por intercambio de equipos de comunicación	5	INGRESOS
445060500	Resultados positivos por intercambio de equipos de comunicación	6	INGRESOS
4450606	Resultados positivos por intercambio de equipos y mobiliario de oficina	5	INGRESOS
445060600	Resultados positivos por intercambio de equipos y mobiliario de oficina	6	INGRESOS
4450607	Resultados positivos por intercambio de equipos para computación	5	INGRESOS
445060700	Resultados positivos por intercambio de equipos para computación	6	INGRESOS
4450608	Resultados positivos por intercambio de equipos sanitarios, de laboratorio e investigación	5	INGRESOS
445060800	Resultados positivos por intercambio de equipos sanitarios, de laboratorio e investigación	6	INGRESOS
4450609	Resultados positivos por intercambio de equipos y mobiliario educacional, deportivo y recreativo	5	INGRESOS
445060900	Resultados positivos por intercambio de equipos y mobiliario educacional, deportivo y recreativo	6	INGRESOS
4450610	Resultados positivos por intercambio de equipos de seguridad, orden, vigilancia y control público	5	INGRESOS
445061000	Resultados positivos por intercambio de equipos de seguridad, orden, vigilancia y control público	6	INGRESOS
4450611	Resultados positivos por intercambio de semovientes	5	INGRESOS
445061100	Resultados positivos por intercambio de semovientes	6	INGRESOS
4450699	Resultados positivos por intercambio de maquinarias, equipos y mobiliarios diversos	5	INGRESOS
445069900	Resultados positivos por intercambio de maquinarias, equipos y mobiliarios diversos	6	INGRESOS
44507	Resultados positivos por intercambio de bienes intangibles	4	INGRESOS
4450701	Resultados positivos por intercambio de patentes y marcas registradas	5	INGRESOS
445070100	Resultados positivos por intercambio de patentes y marcas registradas	6	INGRESOS
4450702	Resultados positivos por intercambio de derechos de autor	5	INGRESOS
445070200	Resultados positivos por intercambio de derechos de autor	6	INGRESOS
4450703	Resultados positivos por intercambio de software y programas	5	INGRESOS
445070300	Resultados positivos por intercambio de software y programas	6	INGRESOS
4450799	Resultados positivos por intercambio de otros bienes intangibles	5	INGRESOS
445079900	Resultados positivos por intercambio de otros bienes intangibles	6	INGRESOS
44508	Resultados positivos por intercambio de Inventario	4	INGRESOS
4450801	Resultados positivos por intercambio de productos químicos y conexos	5	INGRESOS
445080100	Resultados positivos por intercambio de productos químicos y conexos	6	INGRESOS
4450802	Resultados positivos por intercambio de productos agropecuarios y alimentos	5	INGRESOS
445080200	Resultados positivos por intercambio de productos agropecuarios y alimentos	6	INGRESOS
4450803	Resultados positivos por intercambio de materiales y productos de uso en la construcción y mantenimiento	5	INGRESOS
445080300	Resultados positivos por intercambio de materiales y productos de uso en la construcción y mantenimiento	6	INGRESOS
4450804	Resultados positivos por intercambio de herramientas, repuestos y accesorios	5	INGRESOS
445080400	Resultados positivos por intercambio de herramientas, repuestos y accesorios	6	INGRESOS
4450899	Resultados positivos por intercambio de útiles, materiales y suministros diversos	5	INGRESOS
445089900	Resultados positivos por intercambio de útiles, materiales y suministros diversos	6	INGRESOS
44509	Resultados positivos por la entrega de activos como medio de pago de impuestos	4	INGRESOS
4450901	Resultados positivos por liquidación de impuestos tributarios	5	INGRESOS
445090100	Resultados positivos por liquidación de impuestos tributarios	6	INGRESOS
44510	Resultados positivos por intercambio de Infra	4	INGRESOS
4451001	Resultados (+)  Intercambio Bienes Infraestructura	5	INGRESOS
445100100	Resultados (+)  Intercambio Bienes Infraestructura	6	INGRESOS
446	Resultados positivos por la recuperacion de dinero mal agreditado de periodos anteriores	3	INGRESOS
44601	Resultados positivos por la recuperacion de sumas de periodos anteriores	4	INGRESOS
4460101	Resultados positivos por la recuperacion de perdida de activos	5	INGRESOS
446010100	Resultados positivos por la recuperacion de perdida de activos	6	INGRESOS
4460102	Resultados positivos por la recuperacion de infracciones de transito	5	INGRESOS
446010200	Resultados positivos por la recuperacion de infracciones de transito	6	INGRESOS
4460103	Resultados positivos por la recuperacion de cobro de deducibles	5	INGRESOS
446010300	Resultados positivos por la recuperacion de cobro de deducibles	6	INGRESOS
45	Ingresos de la propiedad	2	INGRESOS
451	Rentas de inversiones y de colocación de efectivo	3	INGRESOS
45101	Intereses por equivalentes de efectivo	4	INGRESOS
4510101	Intereses por depósitos a plazo fijo	5	INGRESOS
451010101	Intereses por depósitos a plazo fijo en el sector privado interno	6	INGRESOS
451010102	Intereses por depósitos a plazo fijo en el sector público interno	6	INGRESOS
451010103	Intereses por depósitos a plazo fijo en el sector externo	6	INGRESOS
4510102	Intereses por otros equivalentes de efectivo	5	INGRESOS
451010201	Intereses por otros equivalentes de efectivo en el sector privado interno	6	INGRESOS
451010202	Intereses por otros equivalentes de efectivo en el sector público interno	6	INGRESOS
451010203	Intereses por otros equivalentes de efectivo en el sector externo	6	INGRESOS
45102	Intereses por títulos y valores a costo amortizado	4	INGRESOS
4510201	Intereses por títulos y valores del sector privado interno	5	INGRESOS
451020101	Intereses por títulos y valores de empresas privadas	6	INGRESOS
451020199	Intereses por títulos y valores de otras unidades del sector privado	6	INGRESOS
4510202	Intereses por títulos y valores del sector público interno	5	INGRESOS
451020201	Intereses por títulos y valores del Gobierno Central	6	INGRESOS
451020203	Intereses por títulos y valores de Instituciones Descentralizadas no Empresariales	6	INGRESOS
451020204	Intereses por títulos y valores de Gobiernos Locales	6	INGRESOS
451020205	Intereses por títulos y valores de Empresas Públicas no Financieras	6	INGRESOS
451020206	Intereses por títulos y valores de Instituciones Públicas Financieras	6	INGRESOS
451020299	Intereses por títulos y valores de otras Instituciones de Gobiernos Locales	6	INGRESOS
4510203	Intereses por títulos y valores del sector externo	5	INGRESOS
451020301	Intereses por títulos y valores de gobiernos extranjeros	6	INGRESOS
451020302	Intereses por títulos y valores de organismos financieros internacionales	6	INGRESOS
451020399	Intereses por títulos y valores de otras unidades del sector externo	6	INGRESOS
45198	Resultados positivos de otras inversiones	4	INGRESOS
4519802	Resultados positivos por títulos y valores al costo	5	INGRESOS
451980201	Dividendos y distribuciones por títulos y valores al costo del sector privado interno	6	INGRESOS
451980202	Dividendos y distribuciones por títulos y valores al costo del sector público interno	6	INGRESOS
451980203	Dividendos y distribuciones por títulos y valores al costo del sector externo	6	INGRESOS
4519899	Intereses por inversiones varias	5	INGRESOS
451989901	Intereses por inversiones varias en el sector privado interno	6	INGRESOS
451989902	Intereses por inversiones varias en el sector público interno	6	INGRESOS
451989903	Intereses por inversiones varias en el sector externo	6	INGRESOS
452	Alquileres y derechos sobre bienes	3	INGRESOS
45201	Alquileres	4	INGRESOS
